2013-07-29 09:58:22,515 [12] INFO  Umbraco.Core.PluginManager - [Thread 1] Determining hash of code files on disk
2013-07-29 09:58:22,797 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,797 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,797 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,797 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,797 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,797 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,797 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,797 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,797 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,829 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,829 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,829 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,829 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,829 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,829 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,829 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,829 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,829 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,829 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,829 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,829 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,829 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,829 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,829 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,829 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,830 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,830 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,921 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,928 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:22,930 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:23,319 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 5] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:23,319 [12] INFO  Umbraco.Core.ApplicationContext - [Thread 8] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:58:23,320 [12] WARN  Umbraco.Web.UmbracoModule - [Thread 5] Umbraco is not configured
2013-07-29 09:58:23,321 [12] WARN  Umbraco.Web.UmbracoModule - [Thread 8] Umbraco is not configured
2013-07-29 09:59:56,648 [16] INFO  Umbraco.Core.PluginManager - [Thread 11] Determining hash of code files on disk
2013-07-29 09:59:56,656 [16] INFO  Umbraco.Core.PluginManager - [Thread 11] Hash determined (took 4ms)
2013-07-29 09:59:56,662 [16] INFO  Umbraco.Core.PluginManager - [Thread 11] Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
2013-07-29 09:59:56,754 [16] INFO  Umbraco.Core.PluginManager - [Thread 11] Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 17 (took 90ms)
2013-07-29 09:59:56,766 [16] INFO  Umbraco.Core.PluginManager - [Thread 11] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
2013-07-29 09:59:56,769 [16] INFO  Umbraco.Core.PluginManager - [Thread 11] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 2ms)
2013-07-29 09:59:56,770 [16] INFO  Umbraco.Core.PluginManager - [Thread 11] Starting resolution types of Umbraco.Web.Mvc.SurfaceController
2013-07-29 09:59:56,773 [16] INFO  Umbraco.Core.PluginManager - [Thread 11] Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 2ms)
2013-07-29 09:59:56,773 [16] INFO  Umbraco.Core.PluginManager - [Thread 11] Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
2013-07-29 09:59:56,776 [16] INFO  Umbraco.Core.PluginManager - [Thread 11] Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 2 (took 2ms)
2013-07-29 09:59:56,777 [16] INFO  Umbraco.Core.PluginManager - [Thread 11] Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
2013-07-29 09:59:56,779 [16] INFO  Umbraco.Core.PluginManager - [Thread 11] Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 3 (took 2ms)
2013-07-29 09:59:56,780 [16] INFO  Umbraco.Core.PluginManager - [Thread 11] Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
2013-07-29 09:59:56,783 [16] INFO  Umbraco.Core.PluginManager - [Thread 11] Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 1 (took 3ms)
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,789 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,791 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,831 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,838 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 09:59:56,839 [16] INFO  Umbraco.Core.ApplicationContext - [Thread 11] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:21,681 [16] INFO  Umbraco.Core.DatabaseContext - [Thread 7] Configured a new ConnectionString using the 'System.Data.SqlServerCe.4.0' provider.
2013-07-29 10:00:22,091 [16] INFO  Umbraco.Core.UmbracoApplicationBase - [Thread 9] Application shutdown. Reason: ConfigurationChange
2013-07-29 10:00:22,474 [19] INFO  Umbraco.Core.PluginManager - [Thread 1] Determining hash of code files on disk
2013-07-29 10:00:22,481 [19] INFO  Umbraco.Core.PluginManager - [Thread 1] Hash determined (took 4ms)
2013-07-29 10:00:22,485 [19] INFO  Umbraco.Core.PluginManager - [Thread 1] Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
2013-07-29 10:00:22,500 [19] INFO  Umbraco.Core.PluginManager - [Thread 1] Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 17 (took 13ms)
2013-07-29 10:00:22,514 [19] INFO  Umbraco.Core.PluginManager - [Thread 1] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
2013-07-29 10:00:22,515 [19] INFO  Umbraco.Core.PluginManager - [Thread 1] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 0ms)
2013-07-29 10:00:22,516 [19] INFO  Umbraco.Core.PluginManager - [Thread 1] Starting resolution types of Umbraco.Web.Mvc.SurfaceController
2013-07-29 10:00:22,516 [19] INFO  Umbraco.Core.PluginManager - [Thread 1] Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 0ms)
2013-07-29 10:00:22,516 [19] INFO  Umbraco.Core.PluginManager - [Thread 1] Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
2013-07-29 10:00:22,516 [19] INFO  Umbraco.Core.PluginManager - [Thread 1] Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 2 (took 0ms)
2013-07-29 10:00:22,517 [19] INFO  Umbraco.Core.PluginManager - [Thread 1] Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
2013-07-29 10:00:22,518 [19] INFO  Umbraco.Core.PluginManager - [Thread 1] Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 3 (took 0ms)
2013-07-29 10:00:22,518 [19] INFO  Umbraco.Core.PluginManager - [Thread 1] Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
2013-07-29 10:00:22,518 [19] INFO  Umbraco.Core.PluginManager - [Thread 1] Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 1 (took 0ms)
2013-07-29 10:00:22,540 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,540 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,540 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,541 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,541 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,541 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,541 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,541 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,541 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,541 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,541 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,541 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,541 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,541 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,541 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,541 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,541 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,541 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,543 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,544 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,544 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,544 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,544 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,544 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,544 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,544 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,544 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,544 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,544 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,544 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,544 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,544 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,544 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,544 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,544 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
2013-07-29 10:00:22,544 [19] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.1.2',''
